R_km,M_sun
8.846014401247970227e+00,1.271311025386554050e+00
8.923933564684501718e+00,1.269500211248377752e+00
8.924470375654404819e+00,1.269487042039549429e+00
9.002926350060844740e+00,1.267654404242387844e+00
9.081382324467281109e+00,1.266066227208998862e+00
9.110773388413338836e+00,1.265550371570703048e+00
9.159838298873719253e+00,1.264614795352634768e+00
9.238294273280157398e+00,1.263305266714613406e+00
9.316750247686595543e+00,1.262074165841827078e+00
9.346092642353173829e+00,1.261600531893028121e+00
9.395206222093033688e+00,1.260727935574779579e+00
9.473662196499470056e+00,1.259243999043815787e+00
9.552118170905908201e+00,1.257663792119422475e+00
9.552753750320892578e+00,1.257650692215353194e+00
9.630574145312344569e+00,1.256031817968052078e+00
9.709030119718782714e+00,1.254584242274858097e+00
9.768161549585625991e+00,1.253700852537678267e+00
9.787486094125220859e+00,1.253408094224490288e+00
